,Type,Dep,Code_dep,Code_postal,loyer,charges,Superficie,nb_piece,Garantie,Etage,Ascenseur,WC_separe,Cave,Interphone,Gardien,Digicode,Terrain_extérieur,Terrasse,Balcon,stationnement,Chauffage,Description,Departement
50,Appartement,Paris 17,75,75017,795.0,75.0,19,1,720.0,1,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Individuel,"PARIS 17, METRO Ligne 13 La Fourche.Au sein d'un petit immeuble bien entretenu, situé en rez-de-chaussée sur rue.Ce studio meublé, bien proportionné est composé d'une entrée avec une cuisine tout équipée, une SDD avec WC, un placard, un séjour avec une table pliable, 2 chaises, un canapé convertible.Double vitrage, chauffage et eau chaude électrique.Electroménager : Réfrigérateur, plaque de cuisson, four micro-onde, lave-linge.Mentions complémentaires : dont charges récupérables 75€ / zone soumise à encadrement des loyers / loyer de réf. majoré 752.33€ HC / DG 1500€ / Hono Alur 232.08€ TTC + EDLE 58.02€ TTC",Paris
51,Appartement,Paris 16,75,75016,1395.0,160.0,37,2,1235.0,0,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Information indisponible,"Proches transports (Métro ligne 9 « Porte de Saint Cloud) et commercesA proximité de la porte de Saint-Cloud, du marché et du métro Porte de Saint-CloudNous vous proposons un beau 2 pièces meublé entièrement rénové de 36.99m2 clair et ensoleillé en plein cœur du 16ème arrondissement au niveau de l’avenue de Versailles, situé au 2ème étage sans ascenseur, composé d’une entrée, un séjour, une chambre, une SDB avec WC et une cuisine séparée et équipée.Chauffages et eau chaude collectifs, parquet et cheminée et gardienne.Mentions complémentaires : dont charges récupérables 160€ / zone soumise à encadrement des loyers / loyer de réf. majoré 1191.08€ HC / DG 2470€ / Hono Alur 455.99€ TTC + EDLE 113.99€ TTChttps://www.georisques.gouv.fr/",Paris
52,Appartement,Paris 14,75,75014,1407.0,150.0,46,2,2514.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"PARIS 75014 - NEXITY vous propose un duplex de 45.93 m² MEUBLE, avec balcon de 6.18 m², au pied du Tramway Jean moulin (5 min à pied de porte d'orlean) comprenant: Entrée avec placard, séjour lumineux avec balcon et vue très dégagée (dernier étage), cuisine aménagée et équipée. A l'étage: chambre avec coin bureau et salle de bains avec wc. Climatisation, retroprojecteur. EMPLACEMENT DE PARKING EN SOUS-SOL. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/Contact, Valérie MONCHARMONT",Paris
53,Appartement en résidence sénior,Herry,18,18140,450.0,110.0,40,2,340.0,0,Oui,Oui,Oui,Oui,Oui,Oui,OUI,Oui,Non,Non,Information indisponible,"A LOUER, RESIDENCE SENIORS sur Bourges, Châteauroux et La Charité sur LoireVous résiderez au sein de ce village sénior sécurisé dans une maison (du T2 au T4) avec jardin, à partir de 450 € charges comprises.Le régisseur habite sur place et vous propose quotidiennement de nombreuses activités, jeux de sociétés, jardinage, cinéma, lecture…Votre animal de compagnie sera le bienvenu.Vous vous sentirez ici comme chez vous ! Nous vous attendonsPour plus d'informations contacter Mme LE BERT-MEUNIER au 06.11.16.32.73.",Cher
54,Appartement,Compiègne,60,60200,890.0,0.0,64,4,890.0,4,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Nexity vous propose un appartement de 4 pièces meublé idéale pour une colocation comprenant une entrée avec placard, une cuisine aménagée et équipée, un séjour, 3 chambres, une salle de bains avec wc séparé. Le chauffage et l'eau froide est compris dans les charges.",Oise
55,Appartement en résidence sénior,Herry,18,18140,450.0,110.0,40,2,340.0,0,Oui,Oui,Oui,Oui,Oui,Oui,OUI,Oui,Non,Information indisponible,Information indisponible,"A LOUER, RESIDENCE SENIORS sur Bourges, Châteauroux et La Charité sur LoireVous résiderez au sein de ce village sénior sécurisé dans une maison (du T2 au T4) avec jardin, à partir de 450 € charges comprises.Le régisseur habite sur place et vous propose quotidiennement de nombreuses activités, jeux de sociétés, jardinage, cinéma, lecture…Votre animal de compagnie sera le bienvenu.Vous vous sentirez ici comme chez vous ! Nous vous attendonsPour plus d'informations contacter Mme LE BERT-MEUNIER au 06.11.16.32.73.",Cher
56,Appartement,Le Mans,72,72000,900.0,100.0,76,4,1600.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"BIEN RARE - T4 ENTIEREMENT MEUBLE - CENTRE VILLE DU MANS - IDEAL COLOCATION Dans le centre-ville du MANS (72000) venez découvrir cet appartement T4 de 76 m² Il se situe au 3e et dernier étage d'une petite résidence. Cet appartement ENTIEREMENT MEUBLE est organisé comme suit : un séjour de 15 m², trois grandes chambres (une  de 14 m², une  de 13 m² et une de 12 m²), une cuisine aménagée et équipée, une salle de bains et un WC séparé. La résidence est équipée d'un chauffage individuel fonctionnant au gaz. Il est en excellent état général. Il profite d'une vue dégagée. Pour davantage de rangements, ce logement dispose également d'une cave. Le quartier dans lequel se trouve cet appartement à louer, Bollée, est un quartier citadin résidentiel. Il dispose de plusieurs coins de verdure. Le quartier compte des établissements scolaires de tous types à proximité. Il profite une très bonne desserte par les transports. Le loyer mensuel de cet appartement T4 est de 900 € Déposez votre dossier locataire en ligne sur notre site www.nexity.fr, sur lequel vous y retrouverez cette annonce.",Sarthe
57,Appartement,Jonquières,84,84150,440.0,0.0,32,1,880.0,0,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"A Jonquières, sur la route de Courthézon, dans une maison, un studio indépendant avec une entrée indépendante et un emplacement de stationnement. Le studio est meublé et entièrement équipé. Le chauffage, l'eau, l'électricité et la taxe d'ordures ménagères sont comprises dans le loyer. Pas de contrat à souscrire. Disponible immédiatement.Déposer votre dossier sur le site Nexity par le biais de votre ordinateur afin de prévoir une visite.",Vaucluse
58,Appartement,Rouen,76,76000,860.0,70.0,60,3,1580.0,7,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"ROUEN, secteur Place Saint Marc - Appartement de type 3 MEUBLE, comprenant : un séjour, une cuisine aménagée et équipée, 2 chambres, une salle de bains et WC indépendant.CAVE et PLACE DE STATIONNEMENT EN SOUS-SOL.Disponible de suite !",Seine-Maritime
59,Appartement,Le Petit-Quevilly,76,76140,500.0,20.0,28,2,960.0,0,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"LE PETIT-QUEVILLY - A proximité des commodités, nous vous proposons cet appartement de 2 pièces meublé comprenant : un séjour avec canapé, table basse et TV, une cuisine ouverte aménagée et équipée, une chambre avec 2 lits et une commode et une salle d'eau avec WC.Disponible de suite !",Seine-Maritime
60,Appartement étudiant,Rouen,76,76000,385.0,35.0,17,1,700.0,7,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"ROUEN, à proximité de la place St Marc et du CHU - Dans une résidence étudiante avec gardienne et laverie, nous vous proposons ce studio meublé comprenant une entrée, une pièce principale avec kitchenette aménagée et équipée, une salle de bains avec WC.Chauffage individuel électrique.Disponible de suite !",Seine-Maritime
61,Appartement,Marly,59,59770,900.0,80.0,51,2,1640.0,3,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Bel appartement T2 meublé de 51m², comprenant une entrée avec placard, un salon, une cuisine comprenant une pièce cellier, une chambre lit king size avec dressing.Le chauffage est collectif vous avez uniquement à souscrire un abonnement auprès d'un fournisseur d'électricité.Pour tout renseignement ou demande de visite, contactez David CORNU au 03.27.41.67.59.",Nord
62,Appartement,Poitiers,86,86000,317.0,25.0,20,1,292.0,5,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"POITIERS QUARTIER de la GIBAUDERIE - Résidence Etudiante studio meublé partagé et équipé, composé d'une pièce principale avec canapé clic-clac, bureau, table, fauteuil. Coin kitchenette avec plaques de cuisson et réfrigérateur et salle d'eau sont en commun avec le studio mitoyen.Vous trouverez à votre disposition une laverie, une salle de travail et une salle de sport. Déposez votre dossier de candidature en ligne sur notre site www.nexity, vous y retrouverez votre annonce.",Vienne
63,Appartement,Rouen,76,76000,370.0,40.0,19,1,660.0,7,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"A proximité de la faculté de médecine et des transports en commun - Studio meublé comprenant une pièce de vie avec espace cuisine équipé, une salle de bains avec WC.Chauffage individuel électrique, gardiennage et laverie.Disponible de suite !",Seine-Maritime
64,Appartement,Lyon 7,69,69007,830.0,40.0,48,2,790.0,7,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"BIEN A LOUER POUR UNE DUREE ENTRE 6 et 10 MOIS MAXIMUM. A proximité du métro GARIBALDI, venez découvrez ce bel appartement 2 pièces meublé. Situé au 5ème étage d'une résidence sécurisée, il se compose d'un séjour ouvert sur une jolie cuisine aménagée et équipée, une salle d'eau et une chambres. De nombreux rangements sont à disposition dans l'appartement. Le bien est à louer pour une durée maximale de 10 mois avec un bail mobilité. Pour plus d'informations, contactez Marianne TORCASO : mtorcaso@nexity.fr",Rhône
65,Appartement,Paris 14,75,75014,2798.0,270.0,86,4,5056.0,12,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Paris 14ème - Boulevard Edgar Quinet - Au 9ème étage avec ascenseur d'une résidence de standing avec gardien, Nexity vous propose un 3/4 pièces d'exception de 86m², loué meublé, il se compose d'une entrée, d'un double séjour (pouvant se transformer en chambre), une cuisine aménagée et équipée, deux chambres avec rangements, une salle de bains, une salle d'eau avec WC et un WC séparé. Etage élevé avec vue dégagée sur la Tour Eiffel.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/  Chauffage et eau chaude collectifs. Disponible de suite. Contact : Yann ROY",Paris
66,Appartement,Toulouse,31,31000,610.0,30.0,22,1,1160.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Plein centre, en chartreuse au calme avec usage privatif d'une petite cour, ce charmant T1 bis rénové avec goût comprend une cuisine totalement équipée avec frigidaire, four, et lave linge, un séjour aménagé, une chambre avec écran et une salle d'eau avec toilettes.",Haute-Garonne
67,Appartement,Cannes,6,6150,650.0,100.0,22,1,1100.0,0,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Information indisponible,Information indisponible,"CANNES - RESIDENCE VILLA FRANCIA - STUDIO MEUBLE avec parking en sous-sol. Idéalement situé à quelques pas du bord de mer, résidence de standing avec piscine. Cet appartement dispose d'un coin cuisine aménagée équipée ouverte sur le séjour donnant sur une terrasse en rez de jardin. Cet appartement dispose d’un coin nuit à l’entrée du logement, d’une salle de bains et d’un WC.",Alpes-Maritimes
68,Appartement,La Rochelle,17,17000,445.0,30.0,22,1,830.0,1,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"A l'entrée de Tasdon - proche des écoles et des transports - studio meublé année RDC proposant belle pièce de vie ensoleillée le matin, avec espace cuisine aménagé et équipé avec machine à laver, salle de douche et WC.",Charente-Maritime
69,Appartement,Paris 13,75,75013,1451.0,126.0,43,2,2650.0,9,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Information indisponible,"M°/RER Bibliothèque F Mitterrand - Quartier recherché ! Avenue de France 75013 PARIS , dans immeuble récent, de STANDING au 8 ème étage avec ASC, un 2 pièces meublé de 43.48 m², comprenant : une entrée, un séjour avec cuisine ouverte équipée et aménagée, une chambre, une terrasse, une salle d'eau avec WC, un parking, . pour les visites, merci de contacter par mail ou déposer un dossier en ligne NEXITY. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : https://www.georisques.gouv.fr/ Contact : Yann ROY",Paris
70,Appartement,Montpellier,34,34090,465.0,41.0,21,1,849.0,5,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Quartier Vert bois, dans une résidence sécurisée avec gardien , Studio meublé situé au 2ème étage avec ascenseur composé d'une pièce à vivre lumineuse avec tout confort nécessaire ,kitchenette équipée de plaques de cuisson et  frigo top, placard de rangements, salle d'eau et wc.Proche de toutes commodités, pharmacie, Resto U, bus la navette, 22 et tram 1 arrêt St Eloi à 15min à pieds.Déposez votre dossier en ligne sur notre site Nexity. Nous pourrons vous proposer une visite",Hérault
71,Appartement,Aix-en-Provence,13,13100,595.0,25.0,30,1,1140.0,5,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Beau studio de 30 m² en centre-ville comprenant un hall d'entrée avec un grand placard aménagé et un branchement machine à laver, une pièce principale avec deux grandes fenêtres, un coin cuisine équipée et une salle d'eau avec WC.C141",Bouches-du-Rhône
72,Appartement,Reims,51,51100,380.0,25.0,17,1,710.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"RESIDENCE DU PARCCette résidence se situe à moins 10 minutes de la faculté des science, l'IUT en prenant la ligne 3 (direction Moulin de la Housse), accès à la faculté des lettre et la gare de Bezannes ligne 11.Un studio entièrement meublé offrant une entrée avec un coin kitchenette meublée et équipée, une pièce principale avec un placard de rangement, une salle de douches avec wc.Dans une résidence offrant de nombreux services tel que un parking collectif, une laverie, local vélo, cafétéria...",Marne
73,Appartement,Reims,51,51100,412.0,30.0,29,1,764.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Quartier Cernay - Jean Jaurès Studio meublé au troisième étage avec ascenseur offrant : Une entrée avec placard de rangement, une kitchenette, une pièce principale, une salle de bain avec wc. Chauffage individuel électrique. Déposez votre dossier de candidature en ligne sur notre site www.nexity.fr sur lequel vous retrouverez cette annonce",Marne
74,Appartement,Pessac,33,33600,593.0,40.0,19,1,1087.0,2,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Information indisponible,"Pessac, proche du domaine universitaire, dans résidence de standing,  très beau studio entièrement meublé. Il est composé d'une belle pièce de vie très lumineuse, d'un coin cuisine équipé (plaques et frigo) d'une salle d'eau. Possibilité de louer une emplacement de parking en sous sol en supplément. Vous disposerez d'un accès internet avec modem  individuel « Déposez votre dossier de candidature en ligne sur notre site www.nexity.fr sur lequel vous y trouverez cette annonce ».",Gironde
